Thread     Type        Activity             PID    TTL  
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******1e start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******1f start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******20 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******21 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******22 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******23 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******24 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******25 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******26 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******27 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******28 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******29 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******2a start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******2b start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******2c start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******2d start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******2e start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******2f start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******30 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******31 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******32 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******33 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******34 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******35 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******36 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******37 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******38 start
0x72c      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******39 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******3a start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x74e      Default     0x0                  0      0    kernel: (AppleSEPManager) void AppleSEPBooter::_bootAction(void *, void *): SEP status: 2
0x74e      Default     0x0                  0      0    kernel: (AppleSEPManager) void AppleSEPBooter::_bootAction(void *, void *): SEP status: 2
0x7a       Default     0x0                  0      0    kernel: (AppleSEPManager) IOReturn AppleSEPBooter::bootSEP(AppleSEPFirmware *, bool, AppleSEPSharedMemoryBuffer *, bool): SEP booting
0x7a       Default     0x0                  0      0    kernel: (AppleSEPManager) IOReturn AppleSEPBooter::bootSEP(AppleSEPFirmware *, bool, AppleSEPSharedMemoryBuffer *, bool): Shmbuf for SEP: { slave addr = 0x600000, size = 0x1c000 }
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******3b start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******3c start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******3d start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******3e start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******3f start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******40 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******41 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******42 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******43 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******44 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******45 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******46 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******47 start
0x7fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******48 start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******4a start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******4b start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******4c start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******4d start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******4e start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******4f start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn AppleANS2NVMeController::EnableCompletionQueue(uint16_t)::1948:nvme: Setting IOCQ base addr 0x8******00
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn AppleANS2NVMeController::EnableCompletionQueue(uint16_t)::1948:nvme: Setting IOCQ base addr 0x8******00
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn AppleANS2NVMeController::EnableSubmissionQueue(uint16_t)::1918:nvme: Setting IOSQ base addr 0x8******00
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******50 start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOReturn AppleANS2NVMeController::EnableSubmissionQueue(uint16_t)::1918:nvme: Setting IOSQ base addr 0x8******00
0x7fc      Default     0x0                  0      0    kernel: (apfs) apfs_module_start:3042: load: com.apple.filesystems.apfs, v2142.101.3, apfs-2142.101.3, 2023/03/14
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2009:nvme: Vendor ID     : 0x106b
0x7fc      Default     0x0                  0      0    kernel: ktriage_register_subsystem_strings: set subsystem 7 strings
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2009:nvme: Vendor ID     : 0x106b
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2010:nvme: Model Number  : APPLE SSD AP0256Q
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2010:nvme: Model Number  : APPLE SSD AP0256Q
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2011:nvme: Serial Number : 0************e14
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2011:nvme: Serial Number : 0************e14
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2012:nvme: Firmware Rev  : 874.100.
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2012:nvme: Firmware Rev  : 874.100.
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2080:nvme: S5E A0 Toshiba BiCS 4 tlc 3D 2 plane 256GB
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2080:nvme: S5E A0 Toshiba BiCS 4 tlc 3D 2 plane 256GB
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) NAND
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2100:ECCVersion   : 1
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2100:ECCVersion   : 1
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2104:FTL Rev      : 37.1
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2104:FTL Rev      : 37.1
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2105:DM_Version   : 178
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2105:DM_Version   : 178
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2106:=======================
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2106:=======================
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2113:Found 3 namespaces in current NAND
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::IdentifyNamespaces()::2113:Found 3 namespaces in current NAND
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******52 start
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::DetermineNamespaces()::2538:Identified nsid[1] as nstype[1]
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::DetermineNamespaces()::2538:Identified nsid[1] as nstype[1]
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::DetermineNamespaces()::2538:Identified nsid[2] as nstype[8]
0x74e      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::DetermineNamespaces()::2538:Identified nsid[2] as nstype[8]
0x7fc      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::DetermineNamespaces()::2538:Identified nsid[3] as nstype[13]
0x7fc      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::DetermineNamespaces()::2538:Identified nsid[3] as nstype[13]
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******53 start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x74e      Default     0x0                  0      0    kernel: (RTBuddy) [ANS2:client1]  setting walltime time 22497719 --> 22525140 and calendar 1680644853
0x225      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleEmbeddedNVMeTemperatureSensor:0x1******54 start
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7fc      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual bool AppleEmbeddedNVMeController::AllocateNodes(bool)::1622:allocateAll 1
0x7fc      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual bool AppleEmbeddedNVMeController::AllocateNodes(bool)::1622:allocateAll 1
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******56 start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******57 start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******58 start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******59 start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******5a start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******5b start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******5c start
0x74e      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7fc      Default     0x0                  0      0    kernel: (IOPCIFamily) [ PCI configuration begin ]
0x74e      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x530064
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x540064
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******5e start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUTempSensor:0x1******61 start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7fc      Default     0x0                  0      0    kernel: (IOPCIFamily) [ PCI configuration end, bridges 4, devices 2 ]
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******65 start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7fc      Default     0x0                  0      0    kernel: (AppleEmbeddedPCIE) apcie[0:wlan]::_mapRIDToSID no mapper defined and device <private> (0:0:0) does not support hot-plug
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******69 start
0x867      Default     0x0                  0      0    kernel: (AppleEmbeddedPCIE) apcie[2:lan-1gb]::_mapRIDToSID no mapper defined and device <private> (0:2:0) does not support hot-plug
0x867      Default     0x0                  0      0    kernel: (AppleEmbeddedPCIE) apcie[1:pcie-xhci]::_mapRIDToSID no mapper defined and device <private> (0:1:0) does not support hot-plug
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******6a start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******6b start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******6c start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******6d start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******6e start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******6f start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******70 start
0x867      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: (nfs) nfs_kext_start: successfully loaded NFS kext
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******71 start
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******72 start
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******73 start
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******74 start
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******75 start
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******76 start
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******77 start
0x7fc      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x867      Default     0x0                  0      0    kernel: (AppleHPM) AppleHPMARMI2C::start - Unable to read hpmlog boot-arg
0x7a       Default     0x0                  0      0    kernel: Couldn't alloc class "AppleKeyStoreTest"
0x7a       Default     0x0                  0      0    kernel: (AppleSystemPolicy) GK status: enabled
0x7a       Default     0x0                  0      0    kernel: (AppleSystemPolicy) Per file changetime scans: enabled
0x7a       Default     0x0                  0      0    kernel: (AppleSystemPolicy) Behavioral subsystem status: enabled
0x7a       Default     0x0                  0      0    kernel: (AppleFSCompressionTypeDataless) com.apple.AppleFSCompressionTypeDataless load succeeded
0x7a       Default     0x0                  0      0    kernel: (AppleFSCompressionTypeZlib) com.apple.AppleFSCompressionTypeZlib load succeeded
0x7a       Default     0x0                  0      0    kernel: (AppleMobileFileIntegrity) Setting up notifier for CoreAnalyticsHub
0x268      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleARMPMUPowerSensor:0x1******91 start
0x7a       Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7fc      Default     0x0                  0      0    kernel: calling mpo_policy_init for ASP
0x7fc      Default     0x0                  0      0    kernel: calling mpo_policy_initbsd for ASP
0x7fc      Default     0x0                  0      0    kernel: (AppleSystemPolicy) ASP: NVRAM pointer initialized
0x7fc      Default     0x0                  0      0    kernel: (AppleSystemPolicy) ASP: No recovery key set
0x7fc      Default     0x0                  0      0    kernel: Security policy loaded: Apple System Policy (ASP)
0x7fc      Default     0x0                  0      0    kernel: (AppleSystemPolicy) AppleSystemPolicy has been successfully started
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x550064
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x560064
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x570064
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x867      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0x8*************65 0x0
0x867      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x580064
0x72b      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7fc      Default     0x0                  0      0    kernel: (IOHIDPowerSource) (IOHIDPowerSource:0x1******ab): start:1
0x72b      Default     0x0                  0      0    kernel: (AppleSPU) AppleSPUFirmwareService: found node AOP
0x72b      Default     0x0                  0      0    kernel: (AppleARMIISAudio) AppleARMIISAudioDevice::init(<private>, 3)
0x72b      Default     0x0                  0      0    kernel: (AppleARMIISAudio) AppleARMIISAudioDevice::init(<private>, 3) success
0x72b      Error       0x0                  0      0    kernel: (AppleARMIISAudio) Loopback: Could not find the safety offset seed property.
0x72b      Default     0x0                  0      0    kernel: (AppleARMIISAudio) Loopback: Could not find the safety offset seed property.
0x72b      Default     0x0                  0      0    kernel: Couldn't alloc class "AppleSEPARTService"
0x7fd      Default     0x0                  0      0    kernel: (IOHIDPowerSource) (IOHIDPowerSourceController:0x1******85): start:1
0x7fd      Default     0x0                  0      0    kernel: (AppleCredentialManager) AppleCredentialManager: sepManagerMatchedGated: AppleSEPManager matched.
0x72b      Default     0x0                  0      0    kernel: (AppleHPM) AppleHPMARMI2C::start - Unable to read hpmlog boot-arg
0x7fc      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(DCPEXT): start(<private>) - (Mar  6 2023@20:59:55)
0x7a       Default     0x0                  0      0    kernel: (AppleHPM) AppleHPM runtime power conservation disabled.
0x7fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x590064
0x7fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x5a0064
0x7fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7fd      Default     0x0                  0      0    kernel: (IOMobileGraphicsFamily-DCP) IOMFB: service matched: AppleDCPExpert
